first_name,last_name,price,above_100
Jacqueline,Williams,17.30622156,f
April,Taylor,121.2898903,t
Robert,Johnson,131.6237779,t
Gary,White,280.9706506,t
Kim,Lowe,192.7758756,t
Samantha,Jones,136.3415564,t
Randy,Lozano,16.30104965,f
Arthur,Chavez,6.903795238,f
Melissa,Miller,162.6066945,t
Leslie,Mccormick,282.5021066,t
Carlos,Rubio,63.21802404,f
David,York,86.53219266,f
Gabriella,Anthony,7.638645405,f
Olivia,Poole,117.854172,t
Wayne,Wilson,74.67047228,f
Elizabeth,Moore,267.3988136,t
Janice,Campbell,33.4533981,f
Julie,Johnson,63.64156782,f
Misty,Cantrell,189.0392091,t
Robert,Soto,109.0138357,t
Brenda,Cowan,60.84957659,f
Kelly,Guerrero,259.5112157,t
David,Nichols,19.48524858,f
Kayla,Taylor,186.2356283,t
Antonio,Garcia,125.4772126,t
Tyler,Cisneros,186.5898295,t
Jillian,Crawford,158.8172773,t
Karl,Pierce,132.7746811,t
Joann,Taylor,276.9621962,t
Jennifer,Jenkins,59.12858208,f
Nancy,Brown,78.87073418,f
Emma,Munoz,120.8428757,t
Shawn,Galloway,141.0298622,t
Melissa,Mcguire,213.0821204,t
Bryan,Chavez,125.396156,t
Fernando,Salazar,256.1537305,t
Megan,Moore,251.3477985,t
Robert,Williams,175.209725,t
Dennis,Sanford,29.45043264,f
Kimberly,Herrera,154.8076505,t
Gloria,Potts,289.1049353,t
Suzanne,Barnett,8.470995351,f
Leah,Myers,44.5579739,f
Kylie,Thomas,13.45341602,f
Amanda,Murphy,50.55321552,f
Christopher,Matthews,282.3634971,t
Nicole,Parks,52.28399767,f
Bobby,Martin,205.4899695,t
Kevin,Chambers,121.1711016,t
Kimberly,Lawson,250.2880742,t
Rachel,Lopez,101.8881123,t
Christopher,Clay,219.3845088,t
Daniel,Martin,0.30019336,f
William,Taylor,66.55747014,f
Steven,Johnson,111.293282,t
Daniel,Miller,80.57756789,f
Taylor,Bryant,187.6315408,t
Lauren,Jones,194.7926312,t
Lindsey,Robertson,22.73764686,f
Allison,Thomas,168.3334975,t
Vernon,Bishop,216.1870446,t
Susan,Parsons,132.918526,t
Brady,Snyder,210.3960863,t
Brent,Mcgrath,174.6983567,t
Peter,Smith,278.6080181,t
Deborah,Fox,248.1228234,t
Heather,Collins,147.4274074,t
Phillip,Meyers,102.7977472,t
Nicholas,Hubbard,275.4008364,t
Misty,Ramirez,62.31681444,f
Scott,Johnson,85.87388958,f
Jay,Nixon,253.4674787,t
Tony,Hall,61.19716522,f
Taylor,Smith,41.49264584,f
Mark,Reynolds,70.49794436,f
Marilyn,Christensen,155.4854533,t
Denise,Atkins,185.451601,t
Melissa,Gonzales,228.0025997,t
Henry,Hoffman,229.6628876,t
Daisy,Davenport,59.52753518,f
Christopher,Paul,122.7131699,t
Kevin,Craig,148.2010516,t
Natalie,Coleman,122.1440452,t
Jeremy,Strickland,130.8435662,t
Gary,Bonilla,162.6152534,t
Amanda,Richards,236.5957164,t
Heidi,Perez,245.1757228,t
Robert,Johnson,174.6922346,t
Gary,Mills,183.8363212,t
Chelsea,Caldwell,16.12083718,f
John,Frye,223.2774175,t
Michael,Strong,220.4122322,t
Christopher,Delgado,85.78279752,f
Whitney,Wallace,253.4556183,t
Rebecca,Martinez,59.68320226,f
Marissa,Mccoy,116.9634653,t
Ricky,Kerr,38.99584409,f
Anna,Campbell,249.9213404,t
Marie,Walters,73.38808729,f
Robert,Martin,38.22288302,f
Marc,Davis,162.2802619,t
James,Dixon,159.3794328,t
Vicki,Ramirez,186.1602427,t
Krista,Campbell,161.2338436,t
Lauren,Patterson,170.2123273,t
Megan,Clark,290.2581556,t
Judy,Zimmerman,219.5888255,t
Joseph,Williams,210.7841859,t
Lori,Acevedo,210.6602899,t
William,Taylor,275.6331763,t
Dawn,Snyder,248.9840417,t
Jennifer,Simmons,80.68353707,f
Alyssa,Nunez,163.8009002,t
Robert,Black,63.92800482,f
Julia,Young,239.2396683,t
Melinda,Barnes,227.2506352,t
Brett,Armstrong,154.1341836,t
Erik,Stevenson,246.0040722,t
Daniel,George,34.80089308,f
Lindsey,Jones,197.7020395,t
Virginia,Lopez,227.4255915,t
Andrew,Brown,92.88318049,f
Donna,Lowery,264.8326094,t
Alexis,Andrade,6.313985183,f
Alyssa,Pierce,47.74032516,f
Tara,Johnson,38.26768696,f
Michael,Brady,162.0594322,t
James,Rhodes,51.92414009,f
Pamela,Scott,42.43333392,f
Martin,Ward,170.9498248,t
Kristina,Hernandez,107.6915718,t
Robert,Bush,87.18004191,f
Rebecca,Larson,214.3895725,t
Brittany,Watson,190.520018,t
Ryan,Ramirez,249.7287913,t
Edward,Burns,87.64996993,f
John,Prince,31.73842034,f
Ashley,Boyer,107.6625992,t
James,Dean,61.6954542,f
Natalie,Gordon,268.2800094,t
Ryan,Smith,136.207813,t
Stephen,Thompson,54.29639714,f
William,Delgado,96.25442517,f
Brian,Johnson,124.929208,t
James,Patel,216.6056429,t
Allen,Rogers,145.4342467,t
Aimee,Reyes,277.6656815,t
Susan,Williams,255.2153532,t
Edward,Griffin,108.6205222,t
Debra,Baker,296.5003089,t
Yvette,Kramer,279.9371174,t
Alyssa,Williams,270.8972241,t
John,Cunningham,173.0242833,t
Dana,Gilbert,86.51917139,f
Stephen,Henry,146.1515578,t
Bradley,James,137.9824935,t
Melinda,Peters,16.83003044,f
Robert,Goodman,213.5423984,t
Leslie,Moore,195.9630799,t
Sarah,Gray,270.7947288,t
Amy,Haynes,258.5062773,t
Gary,Dean,184.425152,t
Jonathan,Duran,224.5361417,t
Elizabeth,Ruiz,124.6694495,t
Caitlin,Lewis,196.3598959,t
Micheal,Blackburn,10.44317525,f
Sheryl,Mccarthy,159.9519731,t
Lisa,Smith,150.9122679,t
Jared,Juarez,247.5606457,t
Brett,Castro,217.3328585,t
Jessica,Murray,175.3022184,t
Austin,Coffey,16.25913962,f
Shelly,Jacobs,3.856762052,f
Elizabeth,Logan,298.7423281,t
Cody,Anderson,128.0814967,t
Kayla,Wood,256.052876,t
Paul,Singh,157.9636169,t
James,Mays,245.2433072,t
Thomas,Moore,244.5914982,t
Linda,Pacheco,299.604007,t
Jenny,Clark,66.32311808,f
Patrick,Guzman,223.4965981,t
Scott,Peters,229.487331,t
John,Stevenson,23.09927229,f
Kristina,Brooks,154.6805826,t
Nancy,Aguilar,63.38787527,f
Robert,Brown,132.7329536,t
Jessica,Williams,255.9581577,t
David,Brown,290.5944806,t
Dorothy,Munoz,242.56454,t
Jason,Lawson,76.09246622,f
James,Hall,167.9698314,t
Patricia,Carpenter,46.08147123,f
Jeff,Cardenas,64.36052627,f
Michelle,Johnson,19.18945036,f
Frank,Madden,17.34021424,f
George,Tanner,291.4292653,t
Dylan,Johnson,40.65328581,f
Pamela,King,282.4817647,t
Jesse,Frazier,95.66568525,f
Edward,Russell,103.2235913,t
Diana,Mcdonald,183.096436,t
Randy,Dawson,192.1441514,t
Jasmine,Williams,286.1692336,t
Robert,Smith,124.219007,t
Sara,Young,183.9944858,t
Samantha,Gonzalez,205.5899257,t
Christina,Torres,286.2681619,t
Maria,Bailey,141.9076294,t
Charles,Bartlett,94.22658657,f
Natalie,Parker,238.0161589,t
Paula,Hernandez,48.88381678,f
Jessica,Jenkins,14.94777896,f
Drew,Henson,223.0761309,t
Michael,Davis,17.98090899,f
Ian,Ramos,23.68465648,f
Anna,Wright,235.5824596,t
Ashley,Anderson,74.40865878,f
Jennifer,Wright,298.1278773,t
Nicole,Lopez,67.72888616,f
Tara,Ellis,21.92761435,f
Hannah,Elliott,42.35003061,f
Gavin,Rodriguez,116.3664242,t
Johnny,Jackson,291.5968901,t
Martin,Garrett,147.0670556,t
Terri,Hayes,167.3609673,t
Adam,Huang,260.8409357,t
Carolyn,Garner,104.4106535,t
Lisa,Lee,130.2202511,t
Rodney,Escobar,8.711600244,f
Michael,Johnson,144.5450063,t
Michelle,Carter,55.94822858,f
John,Dunn,81.5436983,f
Terry,Pierce,297.8661824,t
David,Buck,258.7910904,t
Jennifer,Newman,149.3096363,t
Cynthia,Lee,246.5934196,t
Sylvia,Clark,299.5252351,t
Joseph,Taylor,86.08285036,f
Kathleen,Barton,37.4218087,f
Michael,Harris,52.86340979,f
Eric,Benson,172.1967218,t
Curtis,Butler,44.51322087,f
Brittany,Le,51.04878875,f
Jeremiah,Sims,101.161794,t
David,Davis,290.4227547,t
Tiffany,Bond,181.4895479,t
Patricia,Chen,61.60059465,f
William,Crawford,181.7603749,t
Christina,Roberts,29.28680092,f
Jerome,Scott,232.1441336,t
Jeffery,Walker,272.0840276,t
Todd,Alvarez,212.1733632,t
John,Henry,223.9911858,t
James,Miles,156.3675778,t
Michael,Downs,31.19720611,f
Kayla,Wheeler,6.095911005,f
Charles,Martin,161.2752287,t
Harold,Bennett,135.042355,t
Michael,Swanson,200.3923528,t
Janet,Mcdonald,79.80353707,f
Brett,Willis,244.4064115,t
Jacob,Smith,27.92322882,f
Alexa,Webb,167.5688585,t
Louis,Klein,40.12200004,f
Tony,Yu,15.74238645,f
Lisa,Goodman,121.0784096,t
Kimberly,Hernandez,36.97352302,f
Phillip,Friedman,145.8418308,t
Brian,Lam,2.900394487,f
Kristin,Wilkins,251.8510287,t
Joshua,Lynch,188.878111,t
Blake,Mclaughlin,276.6512157,t
Billy,Olsen,10.00480704,f
Shawn,Brock,179.6158086,t
Danielle,Jones,222.6952076,t
Jim,Gomez,60.12919733,f
Sabrina,Henderson,178.7453853,t
David,Pennington,245.3184012,t
Deborah,Williams,137.015971,t
Stephanie,Bowman,227.0047204,t
Joseph,Frazier,176.4533023,t
Ryan,Mclaughlin,249.864376,t
Tony,Hall,135.8550959,t
Timothy,Martin,289.2653637,t
John,Obrien,261.8481216,t
Barbara,Johnson,53.80589508,f
Brandon,Marshall,139.8477827,t
Carrie,Miller,11.55550873,f
Samantha,Dean,261.6193407,t
Jamie,Wilson,87.74932378,f
Carlos,Acosta,236.6035296,t
Amy,Bennett,228.7494578,t
Dominique,Wells,116.6435954,t
Sarah,Bright,237.5160783,t
Michael,Barton,111.5883392,t
Rebecca,Anderson,172.3062642,t
Megan,Riggs,31.41542458,f
Whitney,Andrews,44.1176993,f
Catherine,Jones,127.0135122,t
William,Andrews,236.2180763,t
Kathleen,Edwards,158.3239538,t
Roger,Frost,220.4688874,t
Justin,Johnson,255.8491608,t
Valerie,Young,265.1702577,t
Samantha,Perez,239.9469797,t
Devin,Allen,72.15833791,f
Stephanie,Little,238.9238728,t
Melanie,Miller,27.5070475,f
Erica,Beck,2.408526397,f
Toni,Dunn,168.373362,t
Eric,Dunn,211.8975891,t
David,Jackson,169.3550529,t
Melanie,Gates,94.66629008,f
Heather,Pierce,17.41061969,f
Jordan,Lewis,153.0146174,t
Michele,Johnson,255.7149801,t
Samantha,Ryan,249.4925261,t
Christopher,Hudson,201.9997518,t
Zachary,Williams,106.5992164,t
Donna,Davis,66.72879991,f
Jordan,Erickson,237.7720748,t
Christopher,Nolan,88.7427826,f
Evelyn,Hanna,11.36458787,f
Jason,Johnson,250.2314702,t
Barbara,Caldwell,224.7115849,t
Ronald,Huff,7.220543464,f
Holly,Norris,216.2305109,t
Derrick,Carter,11.83791299,f
Kenneth,Golden,285.8508169,t
Grace,Edwards,70.08655795,f
Jonathan,Rios,57.71259736,f
Mackenzie,Miller,265.5941732,t
Tammy,Taylor,138.8559857,t
Reginald,King,207.3305606,t
Matthew,Fletcher,130.5591612,t
Elizabeth,Jordan,177.7124355,t
Sally,Santiago,45.11902986,f
James,Johnson,12.89573538,f
Jason,Saunders,242.8437386,t
Carol,Hernandez,4.624370641,f
Kendra,Dawson,291.5212704,t
James,Hess,58.42698092,f
Michael,Stokes,25.51886602,f
Jeffrey,Martinez,147.6903791,t
Joseph,Bell,102.9874282,t
Pamela,Black,140.719389,t
Robert,Jordan,100.4711011,t
Kathy,Baker,263.5511899,t
Brian,Bailey,115.3628316,t
Mitchell,Clark,190.2857937,t
Kelly,Mcintyre,168.7344269,t
Susan,Ali,260.5821259,t
Latoya,Gonzales,205.0424222,t
Olivia,Mayo,251.5393163,t
Thomas,Anderson,221.0320214,t
Todd,Jennings,182.3938507,t
Paul,Dixon,22.25760841,f
Julie,Torres,130.6787559,t
James,Miller,202.2296492,t
John,Howard,80.73869922,f
Anne,Savage,134.0405497,t
Richard,Wilson,226.8917134,t
Amber,Esparza,187.5777824,t
Todd,Armstrong,99.18946135,f
Aaron,Richardson,118.4556824,t
Gregory,Pollard,234.1382368,t
Jon,Butler,225.7678307,t
Chelsea,Madden,116.6229213,t
Misty,Ramos,234.0837103,t
Ryan,Murphy,233.787281,t
Brittany,Sandoval,259.1615163,t
Rose,Stanton,132.5843724,t
Kristen,Banks,287.0092393,t
Julia,Stokes,140.3125662,t
Paul,Phillips,186.004365,t
Amber,Thompson,128.4038652,t
Valerie,Norton,278.473292,t
Adam,Parker,228.1780449,t
Jennifer,Gonzales,201.9577223,t
Jacqueline,Hernandez,260.086074,t
Cory,Walker,276.8951661,t
Jennifer,Miller,220.5202145,t
Dawn,Bond,270.3604905,t
Tara,Daniel,247.6926552,t
Rebecca,Thompson,136.4907152,t
Victor,Serrano,260.1217048,t
Elizabeth,Bell,55.220858,f
Julie,Coleman,122.6292673,t
Jennifer,Brown,8.634621797,f
Jessica,Moore,266.6472363,t
John,Ramirez,160.9401531,t
Becky,Hall,271.1221772,t
Christine,Smith,295.80399,t
Christopher,Osborne,146.2329234,t
Jacob,Hernandez,7.999586638,f
Jennifer,Rogers,128.5133967,t
Tammy,Young,19.64948762,f
James,Lewis,56.04829693,f
Charles,Stanley,74.1148732,f
Christina,Garcia,85.95341522,f
Heather,Davis,74.29698857,f
Ashley,Fuentes,228.8808044,t
Jorge,Brown,2.668016258,f
Sierra,Park,205.5258599,t
Todd,Miller,272.9947016,t
Jeffrey,Sanchez,71.25953585,f
Crystal,Luna,99.9830512,f
Devin,Flores,60.75152093,f
Bianca,Martin,123.5356854,t
Danielle,Snyder,26.67738087,f
Edward,Carney,265.0690245,t
Joseph,Grimes,268.7529259,t
April,Fowler,164.807737,t
Michelle,Mccoy,145.0996084,t
Alicia,Stone,21.30617961,f
Micheal,Lloyd,215.1732624,t
Richard,Ortiz,148.9167449,t
Jasmine,Reyes,44.61653265,f
Tony,Smith,114.4025946,t
Mary,Melton,198.305836,t
William,Griffin,146.0813867,t
Scott,Vargas,58.25361228,f
Adam,Guerra,13.06034675,f
Christina,Vang,215.2971497,t
Nicole,Williams,189.1902467,t
Erica,Powers,142.7933784,t
Angela,Garcia,175.2561835,t
Melissa,Brown,257.9026846,t
John,Santiago,55.75051528,f
Donald,Nelson,20.74710164,f
Misty,Bell,263.0063735,t
Vanessa,Barnes,81.07265035,f
Brian,Austin,212.6489366,t
Jeffrey,King,252.2896877,t
Levi,Vaughn,142.1224476,t
Melanie,Blake,244.2496518,t
Marvin,Franklin,219.6697621,t
Angela,Massey,110.5922776,t
Lisa,Cole,202.2032766,t
George,Stark,103.6304844,t
Jeffrey,Salas,232.9586528,t
Richard,Reeves,85.83249893,f
Heather,Maldonado,292.4101672,t
Shelly,Mcdaniel,267.5668047,t
David,Ryan,80.92148227,f
Tyler,Trevino,75.70611538,f
Christina,Jackson,155.4855824,t
Jodi,Peterson,20.74948998,f
Melissa,Carney,42.0237226,f
David,Cole,113.4241367,t
Ricardo,Weber,215.4765291,t
Jessica,Mckenzie,280.9707751,t
James,Ramirez,36.28177824,f
Jeffrey,Wise,77.17375689,f
Brandy,Fisher,169.5800524,t
Renee,Barrera,246.0147811,t
Melanie,Wiggins,14.97387711,f
Alexander,Mckee,171.6037468,t
Sheryl,Hill,9.161919917,f
Sandra,White,272.9878419,t
Christopher,Thompson,22.06905227,f
Daniel,Smith,130.7526411,t
Theresa,Johnson,61.15255402,f
Kristopher,Cunningham,127.4296829,t
Nathan,Morgan,166.2127571,t
David,Murray,110.6025674,t
April,Taylor,2.033803094,f
Daniel,Herrera,245.1409137,t
John,Mcpherson,200.3253003,t
Scott,Simmons,44.45087327,f
Gary,Tran,86.68368261,f
Erica,Vaughn,289.7922876,t
Jennifer,Peterson,179.3599432,t
April,Mccormick,219.6090619,t
Justin,Davis,39.14509514,f
Julia,Hall,163.1533708,t
Anna,Cunningham,188.9376293,t
Jacob,Stevens,233.2257703,t
Jerry,Payne,169.6238126,t
Mark,Collins,117.6222818,t
Benjamin,Clark,93.10220462,f
Lisa,Norton,17.32317763,f
Christopher,Smith,81.45143196,f
Mary,Myers,37.44740126,f
Stephanie,Skinner,6.450115409,f
Dave,Kelly,121.9757295,t
Patricia,Gallagher,196.371178,t
Shaun,Holloway,39.44032807,f
Marc,Love,262.2720982,t
Michael,Mayer,41.42900813,f
Mason,Rodriguez,162.7919652,t
Jason,Payne,83.2794627,f
Johnny,Hicks,74.9443794,f
Lisa,Rodgers,32.10622464,f
Sarah,Tyler,87.15157534,f
Brian,Rodriguez,26.0816515,f
Charlene,Jones,246.885328,t
Scott,Lawrence,227.6139565,t
Carol,Patrick,140.4516807,t
Jessica,Gibson,60.11999568,f
Linda,Sullivan,4.597577836,f
Donna,Carrillo,237.8259111,t
Scott,Baker,227.4705054,t
Brian,Jensen,174.9671222,t
James,Sosa,81.43216331,f
Veronica,Zavala,51.45914813,f
Jenny,Fields,186.1692976,t
George,Monroe,230.8455603,t
Michael,Smith,153.7056177,t
Kevin,Oliver,190.3976967,t
Nicholas,Mejia,13.52272289,f
Phillip,Logan,169.7231774,t
Jamie,Jackson,299.1846576,t
Thomas,Alvarez,72.23090551,f
Kaitlin,Lawson,116.9434704,t
Carlos,Wagner,268.2158202,t
Christopher,Anderson,45.61401189,f
Roberto,Sparks,113.7675985,t
Julie,Oneal,214.0692547,t
Megan,Friedman,240.3518353,t
Cheryl,Taylor,96.58849728,f
Jeffrey,Hatfield,241.5103666,t
James,Phillips,18.9820537,f
Jessica,Moore,128.9224193,t
Eric,Richards,79.96034999,f
Rebecca,Mitchell,240.7557103,t
Anna,Patrick,158.13197,t
Eric,Schmidt,197.3438304,t
Mark,Campbell,156.8947774,t
Taylor,Oconnell,190.5868648,t
Debra,Peters,70.77282649,f
Richard,Anderson,99.64762699,f
William,Russell,201.2067577,t
Ryan,Mcdaniel,245.9720704,t
Jacqueline,Frazier,191.7286603,t
Steven,Stuart,32.13545499,f
Emily,Rodriguez,90.35267623,f
Ryan,Perez,28.24313981,f
Lauren,Hahn,287.3152387,t
Megan,Lopez,127.4434204,t
Matthew,Lucero,194.0146142,t
Joseph,Perez,52.96715715,f
Kimberly,Wright,153.6378606,t
Donald,Braun,16.16466094,f
Savannah,Reese,156.4062563,t
Leslie,Wiggins,65.73844854,f
Deanna,Gonzalez,26.46654614,f
Derrick,Brown,22.81013853,f
Meghan,Davis,116.3037504,t
Faith,Edwards,163.6350438,t
Stephanie,Morgan,160.7615774,t
Laura,Vargas,17.12739612,f
Caleb,Singh,55.99219306,f
Cassandra,Andrade,189.3732231,t
Robert,Hall,183.8510853,t
Kenneth,Hill,6.341114311,f
David,Brown,136.8591472,t
Sarah,Lewis,237.1228892,t
Stephen,Meyers,261.2785989,t
Victor,Becker,71.86420397,f
Brad,Huff,150.7929287,t
Thomas,Sanchez,18.39675475,f
Michael,Chapman,229.9602555,t
Stephen,Lam,89.72241118,f
Theresa,Wells,80.07481776,f
Richard,Barrera,55.20716243,f
Kelly,Boyle,237.0515981,t
Alexander,Richardson,21.98915208,f
James,Hicks,177.0515297,t
Todd,Simon,93.74886446,f
Jason,Meyer,114.0768801,t
Matthew,Moore,150.4707103,t
Lindsay,Rivera,108.1302862,t
Michael,Peterson,253.4940966,t
Jennifer,Martin,193.1962602,t
Martin,Solomon,186.44926,t
Rebecca,Quinn,72.46973743,f
Kerry,Branch,9.474332966,f
Leslie,Ruiz,219.3292641,t
Joseph,Howard,86.76006819,f
Rebecca,Wright,233.5123787,t
Jacqueline,Phillips,266.4418808,t
Wesley,Erickson,134.5999692,t
Janet,West,225.8993827,t
James,Barnett,237.5878966,t
Eric,Scott,252.8316303,t
James,Jones,250.7173487,t
Joshua,Baker,87.85407145,f
Kathleen,Baker,260.1202045,t
Michael,Clark,260.3821386,t
Anne,Richards,214.576803,t
Renee,Williams,273.244834,t
Derek,Thomas,128.0732518,t
Robert,White,15.36006275,f
Teresa,Figueroa,157.0536374,t
Ashley,Murphy,117.9457723,t
Laura,Peterson,227.6123872,t
Brian,Cardenas,96.53388242,f
Dana,Conrad,12.35802683,f
Kathleen,Deleon,123.7719434,t
Ebony,Garcia,243.754614,t
Johnathan,Allen,8.375005469,f
Laura,Faulkner,0.172930056,f
Kirk,Pearson,9.303532223,f
Joseph,Bonilla,44.2075727,f
Christina,Moore,121.1085131,t
Gary,Barber,109.5760422,t
Laura,Diaz,1.192317589,f
Jerry,Stuart,222.1184712,t
Brianna,Griffith,200.530082,t
Kenneth,Lopez,56.49118553,f
Wesley,Krause,115.9217821,t
Derek,Sullivan,199.9901641,t
Brian,Johnson,202.850954,t
Monica,Mcdonald,190.9497467,t
Christine,Peterson,144.0482779,t
Brianna,Ramirez,196.1333418,t
Robert,Decker,71.98489152,f
Michael,Bryant,82.40541955,f
Jamie,Silva,161.7920788,t
Steven,Jones,96.06536657,f
Christopher,Bautista,25.7526185,f
Elizabeth,Stein,255.6515653,t
Brandi,Werner,297.9637678,t
Derrick,Jones,167.9345937,t
Michelle,Price,80.72808372,f
Kara,Silva,32.088137,f
Lisa,Cox,33.65138701,f
