Jamie,Nguyen,228.9953328,t
Ann,Price,266.323001,t
Michael,Rodriguez,224.0452951,t
Heather,Davidson,219.8337855,t
Marie,Green,146.6406753,t
Lori,Tapia,147.3422789,t
Kayla,Alvarado,127.2410425,t
Susan,Crosby,200.3652912,t
Nathan,Harris,163.8731027,t
Michael,Daniel,4.582288435,f
Ashley,Jones,53.14943439,f
John,Wright,91.35592502,f
Melissa,Jordan,294.2154133,t
Carrie,Jackson,232.6768105,t
Rebecca,Anderson,183.1702424,t
Paul,Powell,105.1162169,t
Shawn,Baxter,81.03527984,f
Sarah,Wright,141.0101793,t
Kimberly,Romero,235.624084,t
Matthew,Washington,186.5044837,t
Kirk,Hayden,148.2501795,t
Traci,Kelley,41.56298339,f
Isabella,Chen,129.6921072,t
Melanie,Salazar,292.8461055,t
Stephanie,Lewis,76.43122945,f
Christopher,Hensley,249.1556558,t
Terry,Vincent,242.9859001,t
Jason,Alvarado,95.92027624,f
Michelle,Evans,257.2373034,t
Dennis,Benitez,87.11980487,f
Troy,Garcia,181.4054634,t
Albert,Davila,113.2109822,t
Candice,Rivera,42.88132073,f
Cole,Edwards,244.0779245,t
Danielle,Johnson,31.63041433,f
Justin,Ramirez,146.3464935,t
Elizabeth,Griffith,205.7783782,t
Kristin,Clay,260.3474682,t
Joseph,White,65.20753493,f
Marissa,Holmes,59.40240228,f
Michelle,Hamilton,91.62237167,f
Christopher,Alvarez,126.025264,t
Craig,Hogan,136.7126938,t
Manuel,Mcfarland,,f
Melissa,Castillo,281.1608076,t
Maria,Williams,10.21292614,f
Vanessa,Thomas,20.58084145,f
Gary,Obrien,53.39582051,f
Melissa,Holt,252.2818438,t
Eric,Valenzuela,176.52775,t
Anthony,Hardy,4.902725495,f
Karen,Johnson,49.41029242,f
Richard,Hunt,249.7511997,t
Karen,Robertson,1.710967532,f
Adam,Jones,56.93252133,f
Jonathan,Fuller,14.71921636,f
Jason,Harris,151.4305855,t
Danielle,Hill,179.8454001,t
Seth,Freeman,224.5526336,t
Brian,Bradley,,f
Joseph,Davis,97.09676869,f
Sonya,Reyes,209.9855308,t
Michael,Castro,243.1786308,t
Jonathan,Collins,101.4620676,t
Eric,Hayes,279.9732949,t
Eric,Moore,77.4205876,f
Veronica,Estes,270.8232516,t
Timothy,Aguilar,133.1135532,t
Taylor,Hunt,138.2042127,t
Michael,Clarke,128.9532357,t
Cheryl,Morse,275.7612746,t
Jose,Page,184.058919,t
Matthew,Kramer,265.3917788,t
Regina,Barrera,185.2134145,t
Sean,George,53.76304189,f
Cody,Hernandez,180.9265991,t
Hunter,Smith,175.2181525,t
Andrea,Burke,256.3026305,t
Elizabeth,Patterson,290.1129725,t
Austin,Rhodes,158.1182472,t
Maurice,Thompson,224.1265422,t
Richard,Martinez,86.96423972,f
Brian,Hernandez,42.67025555,f
Samantha,Shields,149.8952175,t
Joseph,Walker,282.0494042,t
Tracy,Hernandez,215.0596081,t
Vicki,Fox,41.51250582,f
Louis,Campos,277.9062585,t
Justin,Scott,208.0660064,t
Megan,Vaughn,289.9564106,t
Mary,Hughes,15.21373926,f
Anita,Fleming,58.24742383,f
Alyssa,Melendez,273.6593194,t
Joshua,Foster,253.4093833,t
Lisa,Smith,203.9611381,t
Kathy,Lee,265.446304,t
Bethany,Park,233.6891667,t
Joshua,Butler,239.8213879,t
Danielle,Potter,204.5385362,t
Kenneth,Robinson,152.7840745,t
Eric,Pineda,111.0479315,t
James,Dorsey,68.90463624,f
Michael,Miller,129.6049475,t
Danielle,Martinez,45.94938674,f
Gary,Young,212.2982372,t
Lisa,Decker,275.7158848,t
Kayla,Randolph,232.8220215,t
Peggy,Thompson,124.4664752,t
Alex,Cooper,170.205336,t
Joanne,Wilson,229.6136723,t
Maria,Adams,141.7128665,t
Julie,Horton,276.5816247,t
Jeffrey,Galvan,210.5061915,t
Christopher,Johnson,268.63027,t
Jennifer,Arias,59.59468056,f
Jocelyn,Bell,84.95454821,f
Eric,Brown,133.4007225,t
Devon,Wright,29.21576875,f
Rodney,Robles,158.9838923,t
Kara,Austin,271.4672561,t
Jeffrey,Tanner,203.7433126,t
Shaun,Nunez,153.1987664,t
Daniel,Mccall,143.271503,t
Frank,Owen,233.2015374,t
Beth,Johnson,128.7923576,t
Joshua,Clark,190.9113668,t
Gary,Jones,52.3166247,f
Nancy,Brown,115.9584052,t
Megan,Roach,18.68239346,f
Lucas,Ross,221.1269463,t
Jerry,Tucker,29.95199198,f
Trevor,Smith,,f
Timothy,Robles,76.08225475,f
Christopher,Goodwin,78.12233209,f
Philip,Wilson,22.8431316,f
Carrie,Davis,295.0481315,t
Michael,Daniel,229.951577,t
Bryan,Valenzuela,236.1493796,t
Robin,Garner,79.14737521,f
Angel,Thompson,284.7302014,t
Christopher,Morgan,216.0131402,t
Brittany,Walker,163.1107737,t
Shelby,Mann,110.9021852,t
Jodi,Wells,44.01734436,f
Terri,Gibson,92.36081224,f
Vanessa,Hernandez,105.2534499,t
Maria,Russell,114.1452708,t
Stacy,Moses,126.6504703,t
Amanda,Schneider,288.471694,t
Catherine,Lopez,182.0171244,t
Amanda,White,12.31889758,f
Karina,Spencer,128.1490023,t
Deborah,Warren,139.7675022,t
Erica,Dixon,168.6031566,t
Barbara,Gray,140.7466665,t
Tracy,Davis,,f
Deanna,Watson,264.5411986,t
Michael,Cox,136.7864833,t
Amy,Myers,92.16016851,f
Patrick,Hunter,170.4134515,t
Marvin,Murphy,212.4152504,t
Janice,Graves,223.7037682,t
Brooke,Pierce,171.9383085,t
Adam,Wells,280.2602417,t
Amanda,Atkins,283.4268495,t
Gary,Ruiz,132.504823,t
Tina,Wallace,72.91326395,f
Casey,Oconnell,16.79606077,f
Nancy,Mendoza,281.3890295,t
Luis,Nguyen,34.19827441,f
William,Graves,111.5016422,t
Sean,Brennan,269.2286668,t
Matthew,Sellers,53.50349547,f
Dorothy,Bradley,199.459603,t
Haley,Flores,252.2914062,t
Melissa,Johnson,32.70467677,f
Samuel,Tran,199.8864146,t
Amanda,Patterson,49.03325819,f
Albert,Roach,183.3743011,t
Jamie,Huffman,36.83993962,f
James,Hamilton,265.6302103,t
Joseph,Bird,18.06044758,f
Sarah,Contreras,141.4141417,t
Joshua,House,65.77031576,f
Tamara,Molina,255.2535664,t
Max,Maxwell,240.0443014,t
Jason,Daniels,269.6365982,t
Jordan,Coleman,250.0974184,t
Jasmine,Jones,33.93281405,f
Jessica,Garcia,231.8803086,t
Aaron,George,138.812708,t
Chelsey,Anderson,41.35053236,f
Rebecca,Perez,146.2313884,t
Duane,Thompson,75.06433497,f
Curtis,Clayton,138.0563371,t
George,Gonzalez,221.5737986,t
Casey,Ford,94.18806784,f
Margaret,Johnston,61.24599434,f
Eric,Mcclure,238.8775355,t
Nathan,Taylor,4.820334075,f
Kayla,Parker,222.3600766,t
Doris,Obrien,206.9493221,t
Brooke,Taylor,34.74615015,f
Kathryn,Garrett,266.1885038,t
John,Cruz,205.1406652,t
Christina,Cannon,98.5941474,f
Susan,Lewis,269.3323662,t
Pamela,Sanchez,193.7780783,t
Stacey,Wiley,200.3904296,t
Melissa,Johnson,201.4509484,t
Lori,Morris,38.0476094,f
Daniel,Soto,225.1621402,t
Karl,Davis,92.08925112,f
Lisa,Graves,122.8564118,t
Eric,Ray,178.344085,t
Mark,Garcia,229.2470277,t
Allison,Alvarez,275.3024614,t
Rachel,Williams,44.81715456,f
Linda,Mitchell,47.44468727,f
David,Shelton,158.7084813,t
Vanessa,Long,121.744973,t
Misty,Martin,176.9310069,t
Daniel,Gregory,132.8910493,t
Mitchell,Jones,253.9716803,t
Dawn,Scott,246.036131,t
Emily,Horn,287.4666523,t
Catherine,George,14.61491995,f
Hunter,Carlson,218.0977601,t
Thomas,Baldwin,275.4145594,t
Amy,Sellers,91.87350268,f
Alicia,Clark,241.5859155,t
Sara,Lewis,158.863849,t
Ashley,Lopez,77.89293291,f
Terry,Alvarado,161.9498178,t
Danielle,Sandoval,83.13645641,f
Jesse,Jones,214.8029616,t
Lisa,Hess,133.2037916,t
Christina,Mason,284.4863867,t
Mary,Bell,32.08889594,f
Martin,Ramirez,1.10921244,f
Stacy,Smith,161.8260635,t
Carla,Rodriguez,113.1454481,t
Johnny,Stout,134.002236,t
Jennifer,Rodriguez,256.0154481,t
Michelle,Thompson,196.6754605,t
Lisa,Lyons,148.9559785,t
Michael,Coleman,262.2090763,t
Lindsey,Williams,99.95620763,f
Karen,Hoffman,186.1046153,t
Jenny,Jones,189.5577104,t
Steven,Knight,282.995761,t
Michael,Franklin,116.8742571,t
Mason,Ross,235.5549236,t
Terry,Levine,151.5220714,t
Catherine,Fletcher,36.59268024,f
Deanna,Jones,196.9406069,t
Christopher,Mitchell,22.42047146,f
John,Owens,191.4434257,t
Stephanie,Davis,287.1991494,t
Joseph,Ford,264.9354841,t
Matthew,Russell,141.2492947,t
Danielle,Burke,75.90363417,f
Stephanie,Cunningham,220.9939809,t
Brian,Proctor,263.6358197,t
Michael,Swanson,291.5713603,t
Daniel,Santos,49.26348169,f
April,Hoffman,203.4855796,t
Stephanie,Thomas,249.666722,t
Brianna,Garcia,183.3322335,t
Shannon,Berger,125.2597844,t
Kathleen,Mays,238.1656066,t
Michelle,Park,150.4001203,t
Laura,Reynolds,20.08924577,f
Ashley,Kaiser,218.399504,t
Reginald,Owens,46.55328685,f
Michael,Conway,84.09316114,f
Sheila,Pham,5.713231688,f
Christie,Smith,70.21735457,f
Allison,Carroll,27.65684629,f
Donna,Perez,187.3279401,t
Sierra,Richmond,299.4492042,t
Steven,Wallace,173.0025685,t
Jeremy,Thompson,106.6102612,t
Jennifer,Mccormick,142.7564741,t
Eric,Garcia,27.56450393,f
Matthew,Beasley,248.9927372,t
Jason,Robinson,249.4550365,t
Vicki,Espinoza,285.9638855,t
Steven,Snyder,182.0351514,t
Michelle,Randolph,70.72106315,f
Michelle,Francis,10.01541777,f
Steven,Baker,293.7505039,t
Zachary,Johnson,36.97003142,f
Marc,Velasquez,174.3901749,t
John,Carr,50.11746076,f
Kimberly,Castillo,243.873678,t
Jay,Lopez,286.8001088,t
Amanda,Bridges,81.85722081,f
Jessica,Swanson,60.96199005,f
Jose,Gonzalez,77.84428182,f
Teresa,Wright,67.20289619,f
Michael,Gutierrez,185.8465011,t
Hannah,Marshall,251.8797929,t
Janice,Davis,290.3767318,t
Jessica,Crawford,254.2161442,t
Brian,Bean,293.1768543,t
Edward,Perez,217.694778,t
Adam,Miller,49.28081579,f
Veronica,Gray,140.9945255,t
Linda,Turner,238.5612942,t
Debra,Roberts,69.38949206,f
David,Sampson,77.05304682,f
Sarah,Cochran,138.6132102,t
Regina,Holland,151.2011694,t
Mario,Ortiz,27.08442817,f
Maria,Gonzalez,164.6440389,t
Albert,Perez,163.1980752,t
Daisy,Mccarthy,87.96439172,f
Anna,Leonard,75.54719134,f
Catherine,Mosley,188.3490593,t
April,Miranda,82.64651651,f
Michael,Walker,288.9294858,t
Abigail,Lam,255.3722151,t
Alan,Graham,92.78682106,f
Jennifer,Diaz,77.85479921,f
Sean,Rogers,186.3926468,t
Anthony,Jackson,200.012596,t
William,Taylor,117.9694277,t
Richard,Robinson,200.9108703,t
Nicholas,Barnes,219.4003858,t
Brittany,Austin,233.7352503,t
Robin,Schmidt,96.69826813,f
Kendra,Monroe,226.0007767,t
Nancy,Grant,23.79829866,f
Nicole,Grant,155.9845125,t
Courtney,Thompson,52.85276041,f
Jeanette,Washington,291.525558,t
James,Yates,224.8736142,t
Justin,Knox,115.9751733,t
Melissa,Thompson,200.8616238,t
Steven,Lee,140.357855,t
Allison,Fisher,231.493857,t
Mark,Phillips,197.2517291,t
Elijah,Harrison,151.5804694,t
Paul,Farley,9.419976358,f
Jennifer,Cole,47.39545601,f
Michael,Tucker,146.7478801,t
David,Steele,276.1640965,t
Monica,Hodges,203.3130423,t
Scott,Wallace,23.24585982,f
Antonio,Paul,93.39602908,f
Melissa,Wright,68.62696415,f
Stephanie,Price,27.22765203,f
Denise,Kennedy,233.4665428,t
Melissa,Walsh,177.8587959,t
Leslie,Spence,156.2011959,t
Rachel,Walker,144.4395327,t
Donald,Horn,13.06347134,f
Christopher,Rojas,94.08806986,f
Robert,Crawford,216.6530778,t
Larry,Brown,174.1807324,t
Becky,Swanson,245.854615,t
Gary,Howard,25.93975342,f
Christopher,Marks,111.8467919,t
Bonnie,Alexander,136.6295853,t
Brandon,Stevens,77.20691708,f
Lori,Guerra,99.72772588,f
Michele,Alvarado,243.9872024,t
Christine,Lee,8.809339101,f
Jamie,Fry,159.7067216,t
Christopher,Perez,102.943584,t
Matthew,Carter,194.2873257,t
Jason,Hunter,78.76406316,f
Tyler,Henry,186.9624462,t
Tiffany,Harris,17.69659156,f
Matthew,Young,39.12254966,f
Juan,Brewer,152.9624792,t
Mark,Riggs,44.1758436,f
Brittany,Stewart,273.5307309,t
Terry,Davis,271.779368,t
Jessica,Oneill,157.5131207,t
Kimberly,Ortiz,55.25093947,f
Zoe,Walls,248.8666069,t
Sara,Wallace,155.8794176,t
Nicole,Jenkins,291.5121227,t
Austin,Kelly,85.87572125,f
Sarah,Knox,169.1586193,t
Alison,Carroll,115.3401313,t
Robert,Buchanan,163.3260388,t
Penny,Wilson,178.7969799,t
Leslie,Perez,77.95375736,f
Brittney,Marquez,149.1772445,t
Andrew,Bird,265.9158101,t
Maria,Hughes,12.57040265,f
Clayton,Williams,31.850547,f
Mary,Pittman,92.02540242,f
James,Garner,81.96609867,f
Randy,Middleton,117.0928987,t
Alexis,Gardner,83.35923458,f
Laurie,Garner,145.0603215,t
Danny,Bush,111.9976845,t
Joseph,Smith,291.0800293,t
Edgar,Armstrong,185.9187088,t
Samantha,Scott,97.8742131,f
Troy,Coleman,74.57492247,f
Brian,Young,130.9974595,t
Timothy,Perez,113.6574668,t
Sierra,Nguyen,110.8481766,t
Cynthia,Murphy,296.0078137,t
Julie,Diaz,269.4894015,t
Andrew,Silva,46.15639765,f
Gary,Costa,287.0365933,t
Jasmine,Berg,127.1426355,t
Glenda,Brown,85.60391824,f
Jonathan,Boone,172.4624408,t
Cynthia,Jimenez,51.80996198,f
Cynthia,Morgan,283.3294115,t
Dwayne,Browning,14.24525264,f
Brittany,Lewis,150.9075783,t
Zachary,Johnson,139.6464165,t
Kayla,Wilson,48.84395071,f
Andrew,Doyle,245.0864465,t
Jennifer,Parks,12.79843948,f
Daniel,Phelps,176.735085,t
Lindsey,Quinn,57.57356582,f
Brian,Walker,34.96349578,f
Bradley,Curry,104.0291615,t
Roy,Cohen,148.4924569,t
David,Black,148.4850266,t
Julie,Gonzales,275.8513843,t
Paula,Williams,190.6605351,t
James,Clark,117.5715047,t
Christopher,Robinson,14.26584056,f
William,Carr,85.40738917,f
Todd,Dunlap,38.32006005,f
Kimberly,Morales,206.4438618,t
Jesse,Welch,267.5034898,t
Laura,Leblanc,205.9617908,t
Susan,Parker,7.389760853,f
Laurie,Harris,229.6976024,t
Natalie,Lawrence,86.76833663,f
Kara,Hanson,275.4377145,t
Joseph,Walker,135.4741342,t
Gregory,Davis,155.6667394,t
Paul,Erickson,192.4996457,t
Preston,Holmes,36.86205402,f
Joy,Buck,40.94451902,f
Brian,Sherman,279.4530254,t
Brandon,Davis,17.82461557,f
Patricia,Hamilton,63.2328385,f
Shawn,Garcia,227.491116,t
William,Stone,48.99103482,f
Brian,Cunningham,294.7646142,t
Shawn,Norman,113.8520429,t
Evan,Ibarra,32.32820193,f
Logan,Porter,157.574472,t
Kerry,Gibson,216.9486908,t
Christine,Parsons,232.117075,t
Erica,Chung,204.1409177,t
Alan,Collins,29.58632408,f
John,Robinson,60.37353075,f
Monique,Santos,82.08256587,f
Nicole,Mason,190.2387349,t
Michael,Knight,238.7576833,t
John,Bishop,18.29168554,f
Christopher,Odom,282.9931871,t
Michael,Walker,149.8428493,t
Crystal,Wall,187.5868027,t
Christian,Ramirez,258.4106206,t
Kevin,Rowland,185.6410425,t
Candice,Mcintosh,266.2706673,t
Leslie,Hoffman,282.0595113,t
James,Johnson,263.3739193,t
Jennifer,Shepherd,183.9723914,t
Susan,Tucker,187.4994162,t
Michele,Harvey,271.0984188,t
Teresa,Collins,186.971541,t
Jonathan,Leblanc,128.2066648,t
Stephanie,Morgan,209.8417398,t
Michael,Duran,67.48301306,f
Daniel,Cannon,193.3728586,t
Kayla,Butler,157.4052214,t
Jimmy,Harrell,162.6953645,t
Jeffery,Fuentes,32.984417,f
Lucas,Rivera,280.9708055,t
Mark,Le,197.9575702,t
Taylor,Myers,92.37292177,f
Robert,Berger,41.58251872,f
Victor,White,71.28349376,f
Caroline,Powell,59.57791041,f
Erica,Austin,225.3624114,t
Douglas,Henry,260.1867786,t
Monica,Miller,45.66425505,f
Kimberly,Martin,42.84980233,f
Felicia,Larson,184.2056338,t
Cassandra,Frazier,19.26672707,f
Heather,Phelps,119.0145624,t
John,Hart,181.2802443,t
Meredith,Moore,84.42598279,f
Isabel,Pratt,24.78342559,f
Misty,Martin,269.9902036,t
Jessica,Richards,64.72664573,f
Margaret,Campbell,174.2986324,t
Michael,Frazier,47.5799292,f
Michael,Sharp,115.6658502,t
Cindy,Pena,152.2234362,t
Jacob,Dominguez,153.4779672,t
Cody,Scott,66.56588387,f
Nicole,Coffey,118.1952751,t
Crystal,Snyder,155.4661092,t
Matthew,Love,285.0975409,t
Marcus,Ortega,188.1094588,t
Jason,Jackson,99.20589923,f
Daniel,Ramos,58.31985367,f
Raymond,Wilson,200.3855625,t
Lindsey,Garcia,170.9951265,t
Donna,Orr,40.46338096,f
Wendy,Horn,5.929938406,f
Mario,Mclaughlin,90.33380664,f
Benjamin,Barron,20.67124478,f
Mark,Moss,33.79532722,f
Travis,Garza,82.87258331,f
George,Lopez,0.942247688,f
Gabriel,Barnes,69.59826205,f
Daniel,Johnson,214.52403,t
Mitchell,Davis,158.7827112,t
Mark,White,56.21176867,f
Michael,Foster,115.2422325,t
Pamela,Solis,66.64708198,f
Maxwell,Frost,0.006023502,f
Chad,Jones,67.87794806,f
Don,Mcdaniel,228.5918739,t
Lisa,Morrison,73.99054689,f
Jeffrey,Clark,239.4386554,t
Melissa,Santiago,128.2616391,t
Jason,Adams,21.57128968,f
Wendy,Myers,263.6809245,t
Norman,Wade,99.62709317,f
Roberto,Brown,215.0393467,t
Casey,Wright,280.2032307,t
Juan,Rivera,91.13816713,f
Terry,Gallegos,268.5844733,t
Timothy,Jones,153.2228831,t
Sarah,Crawford,230.5178921,t
Christopher,Hammond,263.0958332,t
Ashley,Cantu,285.4035791,t
Mathew,Harris,46.60501825,f
David,Williams,193.4019531,t
Catherine,Novak,184.8954159,t
Jonathan,Cobb,42.21066367,f
Elizabeth,Alexander,98.44514553,f
Michelle,Fisher,77.16597054,f
David,Griffith,180.0253758,t
Suzanne,Murray,178.4727015,t
Antonio,Beasley,28.09527269,f
Terry,Hobbs,216.5892977,t
Kathleen,Chan,211.1899937,t
Audrey,Adkins,285.6616197,t
Jonathan,Patel,148.8803996,t
Micheal,Baker,134.5542406,t
Brandon,Stein,164.6600325,t
Annette,Douglas,10.02846956,f
Jeffery,Webb,269.1493543,t
Michael,Miller,200.0992596,t
Cassandra,Mcintyre,127.0227848,t
Brittany,Allen,215.7370745,t
Erin,Robinson,79.41903827,f
Anthony,Sims,77.62412955,f
Craig,Jones,51.50213971,f
Annette,Peterson,228.6450015,t
Victor,Reed,45.41500465,f
Nathan,Love,84.66811649,f
William,Chavez,17.55060564,f
Patrick,Kennedy,203.3891368,t
Andrea,Jones,246.2089544,t
Michele,Mathews,59.39395122,f
Yolanda,Romero,155.2585808,t
Abigail,Beck,26.82615918,f
Christopher,Hughes,261.934458,t
Kristina,Gutierrez,293.9955524,t
Cristina,Cervantes,145.7719613,t
Victor,Johnson,32.81941552,f
Lauren,Page,111.9234731,t
Charles,Orozco,65.25318711,f
Andrea,Bowen,30.27521428,f
Caleb,Smith,213.5434658,t
Christine,Bradford,291.8448556,t
Pamela,Lee,128.3788861,t
Ronald,Steele,287.8604109,t
Tami,Lynch,123.3850543,t
Thomas,Glenn,124.1799535,t
Melinda,Aguilar,267.4989809,t
Martin,Harris,1.752357195,f
Karen,Hunter,139.0751757,t
Donald,Leon,66.84670418,f
Frances,Lewis,5.522938102,f
Cesar,Jackson,182.3282967,t
Carla,Green,69.4092923,f
Angela,Le,167.3410828,t
Maria,Bryant,66.38307671,f
David,Cisneros,67.6363251,f
Amanda,Henderson,6.139394348,f
Anthony,Choi,299.6261389,t
Ricardo,Barnes,68.20083729,f
Ashley,Davis,125.0057838,t
Patricia,Maxwell,254.0100376,t
Michael,Miller,52.69843399,f
Carla,Carter,191.6978083,t
Rachael,Oliver,268.245856,t
Donald,Gardner,70.51295454,f
Brad,Garcia,227.6456093,t
Megan,Smith,5.820828256,f
Anthony,Torres,214.6144194,t
Karen,Smith,201.4517221,t
Teresa,Robinson,68.36915651,f
Gregory,Morris,58.53092312,f
Lisa,Holmes,17.99530629,f
Lisa,Navarro,97.51500773,f
Sabrina,Michael,243.4277732,t
Susan,Matthews,200.4123061,t
John,Kim,51.5370261,f
Sara,Sutton,189.5221667,t
Jeremy,Glover,278.9105668,t
William,Carter,23.2168065,f
Krystal,Cortez,56.11154916,f
Spencer,Mccarthy,279.59954,t
Troy,Gardner,104.5532918,t
Peter,Flores,74.41065758,f
Angela,Shelton,146.4098961,t
John,Burgess,108.6373043,t
Aaron,Cook,184.4642876,t
Lisa,Dennis,211.3784263,t
Brenda,Navarro,298.8288141,t
Kayla,Hall,9.281220883,f
Katelyn,Conner,40.76078965,f
Alexandra,Bell,143.3930959,t
Ann,Wilson,225.5158007,t
Colleen,Snow,263.6734719,t
Lisa,Pham,189.8902208,t
Scott,Taylor,247.3829686,t
Donald,Wood,210.8807336,t
Dawn,Salas,143.5431985,t
Aimee,Wilson,130.9109037,t
Dana,Reyes,163.0410422,t
Zoe,Robinson,154.7020471,t
Bradley,Ryan,5.450063924,f
Katherine,Hopkins,82.65015724,f
Brandon,Cervantes,288.2269863,t
Lisa,French,178.2685547,t
Justin,Johnson,29.62228179,f
Amanda,Johns,126.1294179,t
Ryan,Shea,97.27702498,f
Kyle,Hart,189.1208858,t
Kari,Jones,155.7406302,t
Matthew,White,264.0155109,t
Leah,King,26.05865282,f
Katherine,Bowers,102.6925911,t
Emily,Gonzalez,115.5333546,t
Dylan,Williamson,192.1510027,t
Matthew,Jordan,231.3469853,t
Corey,Williams,282.7309243,t
Deanna,Braun,99.44804527,f
Thomas,Harrell,184.4071906,t
Ronald,Schmidt,88.63393734,f
Thomas,Johnson,113.6281602,t
Angela,Lopez,6.367848541,f
Tina,Moore,25.28908649,f
Ashley,Scott,30.48874849,f
Michelle,Higgins,142.4860124,t
Cynthia,Buck,280.1626254,t
Sandra,Baker,169.9576392,t
Jake,Ortiz,,f
Amanda,Rivers,45.07753957,f
Amy,Cameron,240.8597059,t
John,Wood,172.4028299,t
Robert,Gonzalez,116.3387688,t
Kevin,White,122.7698804,t
Douglas,Martinez,68.86292703,f
Cynthia,Wright,212.2051744,t
Mike,Burton,156.6284971,t
Kelly,Suarez,103.3521319,t
Carla,Anderson,176.7812897,t
Crystal,Ewing,76.54600803,f
Rebekah,Brown,248.6881708,t
David,Love,214.9826231,t
Katie,Beltran,58.33327125,f
Charles,Collins,82.98169237,f
Timothy,Long,57.81080932,f
Kyle,Castro,257.8598271,t
Charles,Atkinson,201.2519498,t
Gregg,Robles,243.9415433,t
Joseph,Dodson,231.7140953,t
Richard,Morris,205.6853551,t
Joshua,Jones,51.99516227,f
Kathryn,Ray,297.680077,t
David,Barber,265.7787889,t
Ashley,Montgomery,91.98527468,f
Erin,Torres,162.2600567,t
Theodore,Perry,54.28283978,f
Christopher,Dixon,151.5542565,t
Michael,Lee,222.5983255,t
James,Gay,,f
Brittany,Brandt,48.31482285,f
Rebecca,Pena,40.5042865,f
Harold,Harris,30.28051132,f
Alan,Smith,136.7173873,t
Lynn,Petersen,119.288704,t
Alex,Williams,125.2351462,t
Maria,Johnson,140.6180002,t
Teresa,Ramirez,68.89411817,f
Jessica,Williams,211.2927337,t
Eric,Stokes,141.4352496,t
Sarah,Young,165.8898062,t
Nicholas,Hinton,175.5324232,t
David,Merritt,22.80591247,f
Brandy,Murray,118.5845901,t
Melissa,Lewis,263.6012569,t
Adam,Johnson,229.0701726,t
Austin,Roberts,40.1212007,f
Ashley,Smith,115.872854,t
Kimberly,Wheeler,286.1048132,t
Sherry,Coffey,136.3706913,t
Gabriel,Luna,218.2138474,t
Pedro,Warren,264.3412226,t
Shannon,Hill,105.9989784,t
Sydney,Michael,207.9367705,t
Michael,Jordan,29.86397986,f
Douglas,Taylor,131.1591051,t
John,French,76.02496714,f
Thomas,Mueller,172.5074853,t
Gina,George,297.4892429,t
Terri,Solis,198.9565116,t
Pamela,Brown,157.6790093,t
Stacy,Hunter,1.245616373,f
Tracy,Potter,200.4398125,t
Melissa,Clark,169.3693556,t
Melanie,Wood,220.5903602,t
Alexander,Cook,50.63488972,f
Susan,Mitchell,23.27699619,f
Lisa,Johnson,185.2114604,t
Paul,Bender,194.7100905,t
Jennifer,Chase,131.0536279,t
Jennifer,Bridges,115.2349524,t
George,Mejia,272.4807622,t
Amanda,Baker,19.97575403,f
Chad,Lowery,298.9512803,t
Jordan,Barnes,274.3749866,t
Dawn,Williams,170.5174558,t
